PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33108333","SFRP5 mediates downregulation of the wnt5a/caveolin-1/JNK signaling pathway","Liu W, Ji Y, Chu H, Wang M, Yang B, Yin C.","J Endocrinol. 2020 Dec;247(3):263-272. doi: 10.1530/JOE-20-0328.","Liu W","J Endocrinol","2020","2020/10/27","","","10.1530/JOE-20-0328"
"33105682","Associations of Early Parental Concerns and Feeding Behaviors with Child's Diet Quality through Mid-Childhood","Gingras V, Switkowski KM, Rifas-Shiman SL, Faleschini S, Oken E, Hivert MF.","Nutrients. 2020 Oct 22;12(11):3231. doi: 10.3390/nu12113231.","Gingras V","Nutrients","2020","2020/10/27","PMC7690442","","10.3390/nu12113231"
"33105431","Obesity in children and adolescents: An overview","Bradwisch SA, Smith EM, Mooney C, Scaccia D.","Nursing. 2020 Nov;50(11):60-66. doi: 10.1097/01.NURSE.0000718908.20119.01.","Bradwisch SA","Nursing","2020","2020/10/26","","","10.1097/01.NURSE.0000718908.20119.01"
"33105275","Obesity and immune status in children","Fang X, Henao-Mejia J, Henrickson SE.","Curr Opin Pediatr. 2020 Dec;32(6):805-815. doi: 10.1097/MOP.0000000000000953.","Fang X","Curr Opin Pediatr","2020","2020/10/26","","","10.1097/MOP.0000000000000953"
"33097449","High estimated prevalence of bariatric surgery in young adults treated for pediatric obesity","Brissman M, Lindberg L, Beamish AJ, Marcus C, Hagman E.","Surg Obes Relat Dis. 2021 Feb;17(2):398-405. doi: 10.1016/j.soard.2020.09.017. Epub 2020 Sep 16.","Brissman M","Surg Obes Relat Dis","2021","2020/10/24","","","10.1016/j.soard.2020.09.017"
"33097026","Cost-utility and cost-benefit analyses of school-based obesity prevention program","Xu H, Li Y, Du S, Zhang Q, Liu A, Sun J, Ma G.","BMC Public Health. 2020 Oct 23;20(1):1608. doi: 10.1186/s12889-020-09718-x.","Xu H","BMC Public Health","2020","2020/10/24","PMC7585177","","10.1186/s12889-020-09718-x"
"33096560","Tracking Preschoolers' Lifestyle Behaviors and Testing Maternal Sociodemographics and BMI in Predicting Child Obesity Risk","Kunaratnam K, Halaki M, Wen LM, Baur LA, Flood VM.","J Nutr. 2020 Dec 10;150(12):3068-3074. doi: 10.1093/jn/nxaa292.","Kunaratnam K","J Nutr","2020","2020/10/23","","","10.1093/jn/nxaa292"
"33096104","Lipid temporal trends in normal-weight youth","Zachariah JP, Shittu T, Wang Y.","Am Heart J. 2021 Jan;231:68-72. doi: 10.1016/j.ahj.2020.10.050. Epub 2020 Oct 21.","Zachariah JP","Am Heart J","2021","2020/10/23","PMC7755735","NIHMS1639497","10.1016/j.ahj.2020.10.050"
"33095516","Bilateral pulmonary emboli in a teenager with positive SARS-CoV-2 antibody","Kotula JJ, Balakumar N, Khan D, Patel B.","Pediatr Pulmonol. 2021 Jan;56(1):271-273. doi: 10.1002/ppul.25132. Epub 2020 Nov 5.","Kotula JJ","Pediatr Pulmonol","2021","2020/10/23","","","10.1002/ppul.25132"
"33083838","Latent Profiles of Health Behaviors in Rural Children with Overweight and Obesity","Mitchell TB, Janicke DM, Ding K, Moorman EL, Basch MC, Lim CS, Mathews AE.","J Pediatr Psychol. 2020 Nov 1;45(10):1166-1176. doi: 10.1093/jpepsy/jsaa071.","Mitchell TB","J Pediatr Psychol","2020","2020/10/21","PMC7588100","","10.1093/jpepsy/jsaa071"
"33076248","Children's Body Mass Index Depending on Dietary Patterns, the Use of Technological Devices, the Internet and Sleep on BMI in Children","Bartosiewicz A, Łuszczki E, Kuchciak M, Bobula G, Oleksy Ł, Stolarczyk A, Dereń K.","Int J Environ Res Public Health. 2020 Oct 15;17(20):7492. doi: 10.3390/ijerph17207492.","Bartosiewicz A","Int J Environ Res Public Health","2020","2020/10/20","PMC7650693","","10.3390/ijerph17207492"
"33073650","The association between adherence to the Mediterranean diet and childhood obesity; the role of family structure: Results from an epidemiological study in 1728 Greek students","Kanellopoulou A, Giannakopoulou SP, Notara V, Antonogeorgos G, Rojas-Gil AP, Kornilaki EN, Konstantinou E, Lagiou A, Panagiotakos DB.","Nutr Health. 2021 Mar;27(1):39-47. doi: 10.1177/0260106020952600. Epub 2020 Oct 19.","Kanellopoulou A","Nutr Health","2021","2020/10/19","","","10.1177/0260106020952600"
"33066501","Impact of Strategies for Preventing Obesity and Risk Factors for Eating Disorders among Adolescents: A Systematic Review","Leme ACB, Haines J, Tang L, Dunker KLL, Philippi ST, Fisberg M, Ferrari GL, Fisberg RM.","Nutrients. 2020 Oct 14;12(10):3134. doi: 10.3390/nu12103134.","Leme ACB","Nutrients","2020","2020/10/17","PMC7602154","","10.3390/nu12103134"
"33064269","Food Insecurity and Pediatric Obesity: a Double Whammy in the Era of COVID-19","Tester JM, Rosas LG, Leung CW.","Curr Obes Rep. 2020 Dec;9(4):442-450. doi: 10.1007/s13679-020-00413-x. Epub 2020 Oct 16.","Tester JM","Curr Obes Rep","2020","2020/10/16","PMC7562757","","10.1007/s13679-020-00413-x"
"33055225","Motivational Interviewing for Overweight Children: A Systematic Review","Suire KB, Kavookjian J, Wadsworth DD.","Pediatrics. 2020 Nov;146(5):e20200193. doi: 10.1542/peds.2020-0193. Epub 2020 Oct 14.","Suire KB","Pediatrics","2020","2020/10/15","","","10.1542/peds.2020-0193"
"33048922","The potential health impact of restricting less-healthy food and beverage advertising on UK television between 05.30 and 21.00 hours: A modelling study","Mytton OT, Boyland E, Adams J, Collins B, O'Connell M, Russell SJ, Smith K, Stroud R, Viner RM, Cobiac LJ.","PLoS Med. 2020 Oct 13;17(10):e1003212. doi: 10.1371/journal.pmed.1003212. eCollection 2020 Oct.","Mytton OT","PLoS Med","2020","2020/10/13","PMC7553286","","10.1371/journal.pmed.1003212"
"33046629","Nucleus accumbens cytoarchitecture predicts weight gain in children","Rapuano KM, Laurent JS, Hagler DJ Jr, Hatton SN, Thompson WK, Jernigan TL, Dale AM, Casey BJ, Watts R.","Proc Natl Acad Sci U S A. 2020 Oct 27;117(43):26977-26984. doi: 10.1073/pnas.2007918117. Epub 2020 Oct 12.","Rapuano KM","Proc Natl Acad Sci U S A","2020","2020/10/13","PMC7604478","","10.1073/pnas.2007918117"
"33046078","Measuring commissioners' willingness-to-pay for community based childhood obesity prevention programmes using a discrete choice experiment","Webb EJD, Stamp E, Collinson M, Farrin AJ, Stevens J, Burton W, Rutter H, Schofield H, Bryant M.","BMC Public Health. 2020 Oct 12;20(1):1535. doi: 10.1186/s12889-020-09576-7.","Webb EJD","BMC Public Health","2020","2020/10/13","PMC7549208","","10.1186/s12889-020-09576-7"
"33044981","Overweight and obesity among Vietnamese school-aged children: National prevalence estimates based on the World Health Organization and International Obesity Task Force definition","Phan HD, Nguyen TNP, Bui PL, Pham TT, Doan TV, Nguyen DT, Van Minh H.","PLoS One. 2020 Oct 12;15(10):e0240459. doi: 10.1371/journal.pone.0240459. eCollection 2020.","Phan HD","PLoS One","2020","2020/10/12","PMC7549813","","10.1371/journal.pone.0240459"
"33040467","Comorbidities that predict acute respiratory syndrome coronavirus 2 test positivity in Mexican Children: A case-control study","Hernández-Garduño E.","Pediatr Obes. 2021 May;16(5):e12740. doi: 10.1111/ijpo.12740. Epub 2020 Oct 11.","Hernández-Garduño E","Pediatr Obes","2021","2020/10/11","","","10.1111/ijpo.12740"
"33038034","Physical fitness development in relation to changes in body composition and physical activity in adolescence","Joensuu L, Kujala UM, Kankaanpää A, Syväoja HJ, Kulmala J, Hakonen H, Oksanen H, Kallio J, Tammelin TH.","Scand J Med Sci Sports. 2021 Feb;31(2):456-464. doi: 10.1111/sms.13847. Epub 2020 Oct 19.","Joensuu L","Scand J Med Sci Sports","2021","2020/10/10","","","10.1111/sms.13847"
"33037261","Altered metabolomic profiling of overweight and obese adolescents after combined training is associated with reduced insulin resistance","Duft RG, Castro A, Bonfante ILP, Lopes WA, da Silva LR, Chacon-Mikahil MPT, Leite N, Cavaglieri CR.","Sci Rep. 2020 Oct 9;10(1):16880. doi: 10.1038/s41598-020-73943-y.","Duft RG","Sci Rep","2020","2020/10/10","PMC7547065","","10.1038/s41598-020-73943-y"
"33036371","Combining Effect and Process Evaluation on European Preschool Children's Snacking Behavior in a Kindergarten-Based, Family-Involved Cluster Randomized Controlled Trial: The ToyBox Study","De Craemer M, Verbestel V, Verloigne M, Androutsos O, Moreno L, Iotova V, Koletzko B, Socha P, Manios Y, Cardon G.","Int J Environ Res Public Health. 2020 Oct 7;17(19):7312. doi: 10.3390/ijerph17197312.","De Craemer M","Int J Environ Res Public Health","2020","2020/10/10","PMC7579655","","10.3390/ijerph17197312"
"33033082","Healthcare utilisation in overweight and obese children: a systematic review and meta-analysis","Hasan T, Ainscough TS, West J, Fraser LK.","BMJ Open. 2020 Oct 8;10(10):e035676. doi: 10.1136/bmjopen-2019-035676.","Hasan T","BMJ Open","2020","2020/10/09","PMC7545624","","10.1136/bmjopen-2019-035676"
"33030457","Obesity and Pediatric Fatty Liver: The Silent Epidemic and Significant Health Problem","Salihefendić N, Zildžić M.","Psychiatr Danub. 2020 Oct;32(Suppl 3):378-381.","Salihefendić N","Psychiatr Danub","2020","2020/10/08","","",""
"33030065","Role of the Metabolic Profile in Mediating the Relationship Between Body Mass Index and Left Ventricular Mass in Adolescents: Analysis of a Prospective Cohort Study","Carter AR, Santos Ferreira DL, Taylor AE, Lawlor DA, Davey Smith G, Sattar N, Chaturvedi N, Hughes AD, Howe LD.","J Am Heart Assoc. 2020 Oct 20;9(20):e016564. doi: 10.1161/JAHA.120.016564. Epub 2020 Oct 8.","Carter AR","J Am Heart Assoc","2020","2020/10/08","PMC7763376","","10.1161/JAHA.120.016564"
"33027626","Greenness surrounding schools and adiposity in children and adolescents: Findings from a national population-based study in China","Bao WW, Yang BY, Zou ZY, Ma J, Jing J, Wang HJ, Luo JY, Zhang X, Luo CY, Wang H, Zhao HP, Pan DH, Gui ZH, Zhang JS, Guo YM, Ma YH, Dong GH, Chen YJ.","Environ Res. 2021 Jan;192:110289. doi: 10.1016/j.envres.2020.110289. Epub 2020 Oct 4.","Bao WW","Environ Res","2021","2020/10/07","","","10.1016/j.envres.2020.110289"
"33023586","Adolescent BMI and early-onset type 2 diabetes among Ethiopian immigrants and their descendants: a nationwide study","Simchoni M, Hamiel U, Pinhas-Hamiel O, Zucker I, Cukierman-Yaffe T, Lutski M, Derazne E, Beer Z, Behar D, Keinan-Boker L, Mosenzon O, Tzur D, Afek A, Tirosh A, Raz I, Twig G.","Cardiovasc Diabetol. 2020 Oct 6;19(1):168. doi: 10.1186/s12933-020-01143-z.","Simchoni M","Cardiovasc Diabetol","2020","2020/10/07","PMC7542395","","10.1186/s12933-020-01143-z"
"33019311","Inferring the Spatial Distribution of Physical Activity in Children Population from Characteristics of the Environment","Sarafis I, Diou C, Papapanagiotou V, Alagialoglou L, Delopoulos A.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:5876-5879. doi: 10.1109/EMBC44109.2020.9176246.","Sarafis I","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176246"
"33019308","BigO: A public health decision support system for measuring obesogenic behaviors of children in relation to their local environment","Diou C, Sarafis I, Papapanagiotou V, Alagialoglou L, Lekka I, Filos D, Stefanopoulos L, Kilintzis V, Maramis C, Karavidopoulou Y, Maglaveras N, Ioakimidis I, Charmandari E, Kassari P, Tragomalou A, Mars M, Ngoc Nguyen TA, Kechadi T, O'Donnell S, Doyle G, Browne S, O'Malley G, Heimeier R, Riviou K, Koukoula E, Filis K, Hassapidou M, Pagkalos I, Ferri D, Perez I, Delopoulos A.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:5864-5867. doi: 10.1109/EMBC44109.2020.9175361.","Diou C","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9175361"
"33013688","Abdominal Adiposity and Total Body Fat as Predictors of Cardiometabolic Health in Children and Adolescents With Obesity","Jin B, Lin H, Yuan J, Dong G, Huang K, Wu W, Chen X, Zhang L, Wang J, Liang X, Dai Y, Xu X, Zhou X, Zhu M, Li G, Cutfield WS, Hofman PL, Derraik JGB, Fu J.","Front Endocrinol (Lausanne). 2020 Sep 4;11:579. doi: 10.3389/fendo.2020.00579. eCollection 2020.","Jin B","Front Endocrinol (Lausanne)","2020","2020/10/05","PMC7498567","","10.3389/fendo.2020.00579"
"33012118","Cost-Effectiveness of a Novel Sleep Intervention in Infancy to Prevent Overweight in Childhood","Tan EJ, Taylor RW, Taylor BJ, Brown V, Hayes AJ.","Obesity (Silver Spring). 2020 Nov;28(11):2201-2208. doi: 10.1002/oby.22989. Epub 2020 Oct 3.","Tan EJ","Obesity (Silver Spring)","2020","2020/10/04","","","10.1002/oby.22989"
"33009706","Obesity and activity patterns before and during COVID-19 lockdown among youths in China","Yang S, Guo B, Ao L, Yang C, Zhang L, Zhou J, Jia P.","Clin Obes. 2020 Dec;10(6):e12416. doi: 10.1111/cob.12416. Epub 2020 Oct 2.","Yang S","Clin Obes","2020","2020/10/03","PMC7646045","","10.1111/cob.12416"
"33007981","Effects of Interval Jump Rope Exercise Combined with Dark Chocolate Supplementation on Inflammatory Adipokine, Cytokine Concentrations, and Body Composition in Obese Adolescent Boys","Eskandari M, Hooshmand Moghadam B, Bagheri R, Ashtary-Larky D, Eskandari E, Nordvall M, Dutheil F, Wong A.","Nutrients. 2020 Sep 30;12(10):3011. doi: 10.3390/nu12103011.","Eskandari M","Nutrients","2020","2020/10/03","PMC7600985","","10.3390/nu12103011"
"33005961","Association of Prepregnancy BMI, Gestational Weight Gain, and Child Birth Weight with Metabolic Dysfunction in Children and Adolescents with Obesity","Pearson K, Jordan KC, Metos J, Holubkov R, Nanjee MN, Mihalopoulos NL.","South Med J. 2020 Oct;113(10):482-487. doi: 10.14423/SMJ.0000000000001161.","Pearson K","South Med J","2020","2020/10/02","","","10.14423/SMJ.0000000000001161"
"33004030","Left atrial strain and diastolic function abnormalities in obese and type 2 diabetic adolescents and young adults","Steele JM, Urbina EM, Mazur WM, Khoury PR, Nagueh SF, Tretter JT, Alsaied T.","Cardiovasc Diabetol. 2020 Oct 1;19(1):163. doi: 10.1186/s12933-020-01139-9.","Steele JM","Cardiovasc Diabetol","2020","2020/10/02","PMC7531140","","10.1186/s12933-020-01139-9"
"33003475","Placental Epigenome-Wide Association Study Identified Loci Associated with Childhood Adiposity at 3 Years of Age","Gagné-Ouellet V, Breton E, Thibeault K, Fortin CA, Desgagné V, Girard Tremblay É, Cardenas A, Guérin R, Perron P, Hivert MF, Bouchard L.","Int J Mol Sci. 2020 Sep 29;21(19):7201. doi: 10.3390/ijms21197201.","Gagné-Ouellet V","Int J Mol Sci","2020","2020/10/02","PMC7582906","","10.3390/ijms21197201"
"33003299","The GReat-Child Trial(TM): A Quasi-Experimental Dietary Intervention among Overweight and Obese Children","Koo HC, Poh BK, Talib RA.","Nutrients. 2020 Sep 29;12(10):2972. doi: 10.3390/nu12102972.","Koo HC","Nutrients","2020","2020/10/02","PMC7600864","","10.3390/nu12102972"
"33000594","Cardiovascular risk factors in childhood obesity","SPECIAL ISSUE: FOCUS ON PEDIATRIC CARDIOLOGY, Amatruda M, Ceravolo MD, Ceravolo G, Cuppari C, Oreto L, Piraino B, Xerra F, Nicocia G, Salpietro C, Calabrò MP.","J Biol Regul Homeost Agents. 2020 Jul-Aug;34(4 Suppl. 2):11-16.","SPECIAL ISSUE: FOCUS ON PEDIATRIC CARDIOLOGY","J Biol Regul Homeost Agents","2020","2020/10/01","","",""
"32997789","Letter to the Editor: ""International Waist Circumference Percentile Cutoffs for Central Obesity in Children and Adolescents Aged 6 to 18 Years""","Zhang YX.","J Clin Endocrinol Metab. 2020 Dec 1;105(12):dgaa578. doi: 10.1210/clinem/dgaa578.","Zhang YX","J Clin Endocrinol Metab","2020","2020/09/30","","","10.1210/clinem/dgaa578"
"32991598","Association between cumulative exposure to adverse childhood experiences and childhood obesity","Purswani P, Marsicek SM, Amankwah EK.","PLoS One. 2020 Sep 29;15(9):e0239940. doi: 10.1371/journal.pone.0239940. eCollection 2020.","Purswani P","PLoS One","2020","2020/09/29","PMC7523986","","10.1371/journal.pone.0239940"
"32985128","Gestational Cytokines and the Developmental Expression of Obesity in Childhood","Ghassabian A, Hornig M, Chen Z, Yeung E, Buka SL, Yu J, Ma G, Goldstein JM, Gilman SE.","Obesity (Silver Spring). 2020 Nov;28(11):2192-2200. doi: 10.1002/oby.22967. Epub 2020 Sep 27.","Ghassabian A","Obesity (Silver Spring)","2020","2020/09/28","PMC7644634","NIHMS1610781","10.1002/oby.22967"
"32984237","Consideration of Social Disadvantages for Understanding and Preventing Obesity in Children","Ayala-Marín AM, Iguacel I, Miguel-Etayo P, Moreno LA.","Front Public Health. 2020 Aug 28;8:423. doi: 10.3389/fpubh.2020.00423. eCollection 2020.","Ayala-Marín AM","Front Public Health","2020","2020/09/28","PMC7485391","","10.3389/fpubh.2020.00423"
"32980195","Telehealth and Impact on Pediatric Obesity","Tippin E.","J Pediatr Nurs. 2020 Nov-Dec;55:270-271. doi: 10.1016/j.pedn.2020.09.006. Epub 2020 Sep 24.","Tippin E","J Pediatr Nurs","2020","2020/09/27","","","10.1016/j.pedn.2020.09.006"
"32977776","Trick or treat? - when children with childhood food allergies lead parents into unhealthy food choices","Mahmoud AB, Hack-Polay D, Fuxman L, Naquiallah D, Grigoriou N.","BMC Public Health. 2020 Sep 25;20(1):1453. doi: 10.1186/s12889-020-09556-x.","Mahmoud AB","BMC Public Health","2020","2020/09/26","PMC7517056","","10.1186/s12889-020-09556-x"
"32974665","Omega-3 fats in pregnancy: could a targeted approach lead to better metabolic health for children?","Satokar VV, Cutfield WS, Cameron-Smith D, Albert BB.","Nutr Rev. 2021 Apr 7;79(5):574-584. doi: 10.1093/nutrit/nuaa071.","Satokar VV","Nutr Rev","2021","2020/09/25","","","10.1093/nutrit/nuaa071"
"32971883","Promoting Healthy Eating among Young People-A Review of the Evidence of the Impact of School-Based Interventions","Chaudhary A, Sudzina F, Mikkelsen BE.","Nutrients. 2020 Sep 22;12(9):2894. doi: 10.3390/nu12092894.","Chaudhary A","Nutrients","2020","2020/09/25","PMC7551272","","10.3390/nu12092894"
"32967871","Study protocol of a population-based cohort investigating Physical Activity, Sedentarism, lifestyles and Obesity in Spanish youth: the PASOS study","Gómez SF, Homs C, Wärnberg J, Medrano M, Gonzalez-Gross M, Gusi N, Aznar S, Cascales EM, González-Valeiro M, Serra-Majem L, Terrados N, Tur JA, Segú M, Lassale C, Benavente-Marín JC, Labayen I, Zapico AG, Sánchez-Gómez J, Jiménez-Zazo F, Alcaraz PE, Sevilla-Sanchez M, Herrera-Ramos E, Pulgar S, Bibiloni MDM, Sancho O, Schröder H.","BMJ Open. 2020 Sep 23;10(9):e036210. doi: 10.1136/bmjopen-2019-036210.","Gómez SF","BMJ Open","2020","2020/09/24","PMC7513598","","10.1136/bmjopen-2019-036210"
